evid,orid,magid,magnitude,magtype,uncertainty,nsta,nobs,lat,lon,depth,datetime,erhor,erlat,erlon,sdep,gap,quality,ndef,nbs,nbfm,fdepth,fepi
61038492,2168443,2478093,1.84,l,0.204,15,31,47.3601667,-122.4711667,22.65,1436289045.5699997,0.56,,,0.8,64,1,31,13,12,n,n
61039282,2168683,2478118,1.2,l,0.035,6,8,48.432,-122.7643333,-0.14,1436330505.8599987,1.06,,,4.97,103,0.5,13,5,4,n,n
61589721,3121088,3045388,1.01,l,0.2396022209421803,6,10,45.92166666666667,-122.802,0.67,1584575429.76,1.6,,,28.46,242,0.5,20,7,4,y,n
61037147,2176468,2477963,4.02,l,0.152,16,46,44.0895,-122.831,7.95,1436024564.0499992,0.41,,,2.3,42,0.8,32,8,21,n,n
61037172,2689088,2589473,1.7,l,0.193,9,16,47.245,-123.6491667,-0.21,1436033385.5699997,0.59,,,1.57,101,1,20,10,4,n,n
61251322,2705053,2606103,1.12,l,0.159,9,16,47.7976667,-122.7426667,19.78,1491276075.9799995,0.42,,,0.66,81,1,25,11,8,n,n
61251512,2705048,2606093,2.08,l,0.176,22,43,47.8563333,-122.5103333,24.25,1491299449.9899998,0.42,,,0.75,37,1,55,19,22,n,n
61041482,2170978,2478293,0.62,l,0.068,5,6,46.4783333,-122.385,17.52,1436816796.6999998,1.24,,,1.34,315,0.8,11,6,2,n,n
61041487,2170958,2478298,0.7,l,0.219,10,15,46.3135,-122.17,2.83,1436817227.9699993,0.49,,,1.77,167,1,17,4,12,n,n
61311187,2771843,2676288,0.55,l,0.151,5,8,46.4615,-122.361,21.35,1506455935.209999,1.12,,,1.21,320,0.8,14,6,4,n,n
61076526,2196463,2480883,1.56,l,0.121,6,8,48.2341667,-124.6851667,10.5,1441750962.8099995,1.31,,,2.21,170,0.8,10,2,4,n,n
61066052,2584143,2479893,1.79,l,0.141,4,7,48.2875,-124.9638333,-0.34,1442348897.5699997,2.49,,,2.01,192,0.8,17,8,6,n,n
61284317,2745258,2648413,0.78,l,0.118,5,8,47.7108333,-122.5805,20.04,1500796482.4099998,0.65,,,1.56,141,1,12,5,3,n,n
61277467,2736373,2638833,2.16,l,0.187,15,28,48.1376667,-123.1768333,41.7,1498530972.7599983,0.66,,,0.64,104,1,20,6,13,n,n
61268006,2705748,2606998,1.34,l,0.062,4,5,46.2441667,-122.476,0.91,1491421176.6599998,0.52,,,0.94,174,1,10,3,7,n,n
61036747,2165728,2477913,2.19,l,0.076,17,31,48.4801667,-122.7561667,25.78,1435893752.4299998,0.35,,,1.02,54,1,31,9,16,n,n
61037157,2689083,2589463,0.85,l,0.144,9,13,46.4315,-122.3885,9.96,1436030335.3999996,0.7,,,1.67,143,1,12,3,8,n,n
61269536,2706743,2608188,1.28,l,0.284,9,13,47.059,-122.156,6.63,1491858076.9799995,0.53,,,1.43,69,1,14,6,3,n,n
61039222,2168693,2478108,1.14,l,0.044,3,4,48.5503333,-122.7018333,4.68,1436320132.5,0.66,,,15.46,127,0.5,9,3,3,y,n
61044797,2174343,2478603,0.74,l,0.197,3,5,47.636,-122.508,15.03,1437613674.1499996,1.76,,,2.88,321,0.5,8,3,4,n,n
61044857,2174398,2478613,1.8,l,0.097,16,29,48.4856667,-122.759,26.77,1437632968.3,0.38,,,1.09,72,1,29,10,12,n,n
61291361,2728448,2630698,1.4,l,0.233,10,19,47.5025,-122.7416667,21.38,1496909535.6299973,0.48,,,0.57,71,1,24,8,10,n,n
61285447,2747048,2650198,1.17,l,0.158,11,17,45.8458333,-122.4631667,14.37,1501028733.42,1.3,,,1.68,159,0.8,18,4,9,n,n
61071861,2189043,1930288,1.59,l,0.178,6,11,48.475,-123.4286667,18.53,1440645031.9499998,0.55,,,0.67,131,1,13,5,6,n,n
61073391,2190663,2480558,0.71,l,0.094,6,8,46.2955,-122.6323333,0.96,1441020740.25,0.86,,,12.91,230,0.5,11,7,3,y,n
61056382,2186183,2479323,0.95,l,0.24,3,5,46.801,-122.6325,20.87,1440098990.119999,1.09,,,3.47,119,0.5,8,3,3,n,n
61278712,2736863,2639448,1.23,l,0.165,9,14,46.261,-123.1258333,26.35,1498896255.9500008,0.39,,,0.91,91,1,20,8,12,n,n
61285102,2746053,2649108,2.7,l,0.24,48,94,47.5841667,-122.5815,24.17,1500973750.1100006,0.31,,,0.48,32,1,88,31,38,n,n
61086461,2544353,2482393,0.25,l,0.081,7,10,46.099,-122.106,7.93,1443664052.3799996,0.34,,,0.69,145,1,15,6,3,n,n
61047387,2177273,2478963,0.43,l,0.076,3,4,46.0255,-122.3906667,14.62,1438271447.4300003,0.73,,,0.97,296,1,13,5,4,n,n
61086471,2544443,2482403,1.16,l,0.163,26,38,46.2545,-122.0576667,10.12,1443667879.1899986,0.28,,,0.58,62,1,45,12,31,n,n
61086496,2545048,2482423,0.52,l,0.172,15,20,46.2536667,-122.0585,9.86,1443669115.3099995,0.39,,,0.57,131,1,27,10,13,n,n
61086501,2545053,2482428,0.26,l,0.023,3,4,47.5715,-122.7888333,16.24,1443669473.3099995,1.38,,,0.72,218,0.8,7,4,1,n,n
61296072,2758353,2661703,0.83,l,0.133,4,4,48.5488333,-122.1873333,3.02,1503200437.6599998,1.57,,,11.56,238,0.5,7,1,1,y,n
61310902,2771343,2675888,1.38,l,0.356,7,15,47.5763333,-122.7371667,17.19,1506395926.75,1.01,,,0.61,174,0.8,19,8,6,n,n
61068152,2202473,2480168,2.02,l,0.067,2,4,47.685,-122.6186667,9.82,1442793865.959999,0.66,,,0.98,233,1,6,3,1,n,n
61086666,2545543,2482458,1.69,l,0.311,3,5,47.5873333,-122.5615,20.5,1443730535.2699995,1.2,,,2.09,189,0.8,9,3,5,n,n
61071622,2208473,2480453,0.44,l,0.212,3,5,47.6166667,-122.758,14.73,1443527090.7699986,1.32,,,0.75,252,0.8,6,3,2,n,n
61087271,2522258,2482558,1.22,l,0.13,5,9,47.4578333,-122.6648333,51.47,1443862008.5,1.01,,,1.27,185,0.8,11,4,3,n,n
61086231,2208648,2482333,0.39,l,0.053,3,5,47.5693333,-122.795,20.51,1443622878.539997,1.41,,,0.77,205,0.8,7,3,2,n,n
61086401,2549448,2482383,0.99,l,0.069,5,8,47.1935,-123.1653333,25.47,1443654789,0.54,,,2.14,138,0.8,11,6,5,n,n
61335796,2773743,2678088,0.71,l,0.006,3,4,43.9925,-122.6531667,7.02,1506754009.8400002,0.9,,,1.59,94,1,14,4,6,n,n
61316902,2779528,2684278,1.54,l,0.12,25,40,46.531,-122.3298333,14.52,1507703296.829998,0.49,,,1.11,98,1,40,9,19,n,n
61087471,2530848,2482583,0.31,l,0.142,6,8,46.2461667,-122.0761667,9.19,1443900863.7299995,0.44,,,0.52,213,1,15,6,5,n,n
61087681,2516858,2482593,1.58,l,0.094,22,33,46.2513333,-122.06,10.47,1443966889.1299992,0.33,,,0.66,62,1,40,9,31,n,n
61087696,2516863,2482598,1.26,l,0.093,10,16,48.3368333,-122.8535,17.47,1443968778.4099998,0.56,,,2.35,90,0.8,21,6,9,n,n
61048912,2179003,2479038,1.61,l,0.164,8,15,48.5783333,-122.687,16.12,1438639627.7799988,0.41,,,1,99,1,17,8,5,n,n
61337101,2775858,2680313,0.66,l,0.097,8,11,46.5391667,-122.3596667,22.73,1507086394.37,0.93,,,1.22,196,1,19,6,8,n,n
61282507,2742748,2645733,0.6,l,0.081,3,5,47.766,-122.845,19.43,1500183072.9300003,0.86,,,0.95,212,1,9,4,3,n,n
61314692,2776263,2680728,1.1,l,0.132,5,5,48.8363333,-122.0488333,3.53,1507174089.9699974,0.73,,,8.06,186,0.5,7,2,2,y,n
61282512,2743043,2645988,0.24,l,0.127,4,5,46.1613333,-122.4071667,7.54,1500190330.5900002,0.63,,,0.96,194,1,12,5,4,n,n
60116208,2247863,1991628,1.46,l,0.097,7,10,43.9366667,-122.1713333,34.06,1446205570.6699982,0.73,,,1.34,92,1,13,6,1,n,n
61297777,2760928,2664593,0.92,l,0.187,8,13,46.4865,-122.6073333,0.75,1503505802.540001,0.93,,,14.46,275,0.5,12,5,1,y,n
61101466,2251343,2483578,1.01,l,0.09,5,7,47.6975,-122.2548333,28.58,1446535091.9500008,0.79,,,1.86,158,1,17,7,6,n,n
61091952,2270943,2482948,1.18,l,0.093,15,20,46.0606667,-122.6421667,16.63,1447968889.7399998,0.67,,,0.73,192,1,23,9,11,n,n
61321932,2782698,2687783,2.19,l,0.263,22,51,47.0621667,-122.169,8.58,1509022816.2399979,0.26,,,0.48,49,1,31,5,24,n,n
61101701,2252243,2483633,1.57,l,0.109,5,7,47.5406667,-124.1443333,18.67,1446657545.1299973,0.96,,,0.81,249,1,11,8,1,n,n
61322157,2782958,2688118,2.79,l,0.167,54,110,47.6448333,-122.791,18.11,1509067759.1399994,0.26,,,0.44,32,1,63,16,51,n,n
61321837,2782693,2687773,2.09,l,0.131,28,51,47.2813333,-122.8956667,28.55,1509010371.5100002,0.29,,,0.7,53,1,48,15,23,n,n
61102876,2259648,2483793,1.33,l,0.126,15,25,46.4216667,-122.3585,15,1446975617.2799988,0.56,,,0.91,129,1,26,9,13,n,n
61322562,2784003,2689353,1.53,l,0.117,15,20,48.6576667,-122.3788333,12.06,1509156447.08,0.82,,,3.41,69,0.5,24,9,7,n,n
61394797,2957668,2861123,1.55,l,0.162,9,17,48.5896667,-123.0078333,15.05,1531180839.3499994,0.4,,,0.7,104,1,18,8,7,n,n
61412342,3002643,2906188,1.73,l,0.211,7,10,44.3031667,-125.0075,0.61,1535124231.17,71.59,,,86.59,289,0.3,18,0,4,n,n
61426486,3026843,2930288,1.37,l,0.207,16,26,46.6431667,-122.4526667,4.54,1536361830.75,0.53,,,1.34,126,1,32,12,14,n,n
61401597,2985188,2889268,0.84,d,0.325,2,2,45.095,-122.5826667,0.89,1532578760.579998,1.08,,,1.47,202,0.8,7,3,2,n,n
61437266,3070443,2971088,1.88,l,0.253,11,22,47.7428333,-122.4778333,22.08,1539397140.8899994,0.34,,,0.99,51,1,27,6,16,n,n
61409302,2993053,2897108,1.78,l,0.179,10,17,45.4475,-122.9406667,7.85,1534532389.1399994,0.65,,,27.44,81,0.5,25,10,3,y,n
61271461,2708553,2609998,1.08,l,0.116,13,21,47.5593333,-122.3783333,23.56,1492340408.8799973,0.54,,,0.8,66,1,26,9,9,n,n
61037122,2689058,2589413,0.43,l,0.116,3,5,47.6508333,-122.6233333,21.83,1436011377.4699993,1.38,,,1.29,302,0.8,9,4,4,n,n
61267672,2721353,2623503,0.5,l,0.099,3,4,46.364,-122.3918333,2.69,1495180870.959999,0.61,,,6.86,314,0.5,8,3,5,y,n
61267857,2723358,2625463,1.64,l,0.146,9,18,47.5895,-122.595,25.81,1495243338.2999992,0.59,,,0.73,50,1,32,13,12,n,n
61267682,2721443,2623588,0.91,l,0.108,8,15,47.4071667,-122.9598333,14.95,1495184552.8199997,0.72,,,2.79,147,0.5,14,7,3,n,n
61055356,2172073,2479223,0.36,l,0.192,8,11,46.3631667,-122.2348333,8.11,1437008451.42,0.69,,,0.66,262,1,12,4,5,n,n
61043777,2173273,2478453,0.53,l,0.176,7,11,46.0243333,-122.3943333,15.049,1437322177.67,0.53,,,0.55,264,1,15,6,7,n,n
61276317,2731873,2634318,1.05,l,0.102,6,7,47.578,-122.2181667,-0.26,1498148452.6599998,1.18,,,2.44,99,0.8,15,7,4,n,n
61043852,2173163,2478473,1,l,0.093,3,4,47.3165,-122.7723333,4.82,1437366145.1699982,1.2,,,13.69,318,0.5,7,3,2,y,n
61043882,2173268,2478478,0.87,l,0.14,11,14,46.4825,-122.3753333,21.07,1437377983.7600002,0.81,,,0.59,232,1,19,9,8,n,n
61043932,2173238,2478483,1.27,l,0.189,12,16,45.8008333,-122.5201667,12.805,1437396101.9799995,0.52,,,1.66,129,1,23,8,11,n,n
61045622,2175163,2478693,1.77,l,0.15,11,19,48.5341667,-122.7695,28,1437827722.1599998,0.36,,,0.51,59,1,19,8,6,n,n
61060361,2674443,2573688,1.3,l,0.207,9,16,44.1393333,-122.898,10.18,1438302049.1499996,0.48,,,1.38,95,1,19,9,9,n,n
61294016,2730943,2633288,0.71,l,0.122,4,5,47.5873333,-122.5956667,24.41,1497818754.5499992,1.26,,,1.84,154,0.8,9,5,3,n,n
61047327,2177288,2478948,1.33,l,0.129,10,13,46.6811667,-122.4203333,59.2,1438251979.1499977,1.38,,,1.06,164,0.8,18,6,6,n,n
61288766,2724853,2626993,0.62,l,0.11,3,4,47.5796667,-122.8078333,23.35,1496157937.1899996,1.22,,,0.71,172,0.8,8,4,2,n,n
61276572,2734048,2636398,1.94,l,0.208,19,41,47.1773333,-122.2123333,15.9,1498240584.8999977,0.27,,,0.44,59,1,32,11,19,n,n
61272097,2725968,2628023,2.96,l,0.125,22,53,45.0576667,-123.0955,22.48,1496333004.7399979,0.3,,,0.98,60,1,44,14,27,n,n
61294566,2731448,2633798,1.72,l,0.046,6,13,47.539,-122.8868333,19.69,1497978462.8599997,0.96,,,0.96,124,1,13,5,6,n,n
61276797,2734253,2636598,1.82,l,0.262,18,34,47.556,-122.2171667,1.05,1498316291.4799995,1.08,,,1.6,72,0.8,36,13,4,n,n
61045052,2174718,2478633,1.6,l,0.075,5,8,42.2541667,-122.9151667,9.02,1437685832.85,0.87,,,16.22,148,0.5,9,4,1,y,n
61276857,2734278,2636708,1.45,l,0.063,5,12,47.703,-122.5715,23.86,1498328291.2199974,0.54,,,1.04,108,1,21,10,4,n,n
61060531,2177688,2479468,0.55,l,0.095,5,7,46.1008333,-122.0928333,6.75,1438356173.4300003,0.62,,,1.02,180,1,16,6,4,n,n
61226712,2672448,2571798,1.6,l,0.136,18,32,47.2076667,-122.068,5.47,1483325781.5999985,0.32,,,0.88,73,1,24,8,13,n,n
61213891,2588348,2495763,1.19,l,0.054,3,4,47.7598333,-122.5696667,11.1,1474915928.3899994,1.05,,,5.19,313,0.5,8,4,2,n,n
61173607,2533548,2493263,0.83,l,0.079,10,15,46.3245,-122.2226667,2.03,1469914756.1399994,0.44,,,0.25,156,1,15,4,8,n,n
61173867,2532343,2493303,0.84,l,0.152,10,14,46.3206667,-122.2275,3.7,1470043929.1299973,0.54,,,0.7,140,1,16,5,8,n,n
61192151,2543743,2494293,0.5,l,0.098,3,5,47.514,-122.9688333,15.29,1470769763.0200005,1.24,,,1.35,263,0.8,7,4,2,n,n
61192791,2548743,2494408,0.94,l,0.096,5,9,47.7303333,-122.8458333,17.52,1470900391.33,1.04,,,1.01,194,0.8,11,5,4,n,n
61252611,2693193,2593878,0.53,l,0.076,7,10,46.2136667,-122.3305,9.19,1488087704.9099998,0.99,,,1.95,165,1,13,4,9,n,n
61252681,2693218,2593913,0.36,l,0.109,4,6,46.2171667,-122.3271667,11.75,1488110848.28,0.95,,,1.56,167,1,9,4,4,n,n
61202201,2575383,2494883,1.47,l,0.114,6,11,46.7948333,-123.3391667,43.15,1472627108.3799973,0.87,,,1.25,87,1,14,4,7,n,n
61252746,2693243,2593948,1.52,l,0.139,9,13,48.5586667,-123.0501667,51.49,1488136801.6899986,1.47,,,2.23,70,0.8,18,6,11,n,n
61183577,2565943,2493973,2.27,l,0.239,17,31,47.3538333,-123.9013333,28.62,1471946108.079998,0.78,,,1.1,73,1,30,9,18,n,n
61616937,3127723,3054703,0.93,d,0.2561903008029973,5,5,48.26283333333333,-122.10916666666667,13.66,1589920972.5,0.53,,,0.44,196,1,10,4,3,n,n
61532747,3134793,3065403,0.9,l,0.07274717266781816,12,18,46.459833333333336,-122.396,18,1562058875.6999998,0.29,,,0.64,76,1,32,12,4,n,n
61213081,2587643,2495708,1,l,0.229,5,10,47.721,-122.5971667,18.57,1474778845.1699982,1.28,,,2.15,207,0.8,12,5,4,n,n
61637996,3129668,3057508,1.44,l,0.10062190967506002,3,8,42.11033333333334,-122.376,9.95,1591522408.25,0.5,,,1.85,88,1,16,7,5,n,n
61214021,2590448,2495778,1.18,l,0.154,7,11,47.8193333,-122.367,24.75,1474932248.25,0.47,,,1.38,181,1,14,7,2,n,n
61296162,2758453,2661903,1.07,l,0.203,9,16,47.5938333,-122.2351667,0.1,1503233313.4699998,0.97,,,2.71,93,0.5,20,12,3,n,n
61251686,2691188,2591673,0.29,l,0.096,3,5,46.2113333,-122.3243333,8.63,1487726215.2299995,0.55,,,0.76,147,1,9,3,2,n,n
61076577,2218253,2480898,0.54,l,0.088,9,14,46.186,-122.3473333,7.938,1444493250.02,0.55,,,0.75,146,1,16,5,7,n,n
61086951,2538763,1961543,0.05,d,0.22,4,4,47.6785,-122.6753333,3.69,1443793817.25,0.89,,,9.11,289,0.5,6,2,2,y,n
61251691,2691183,2591663,0.78,l,0.151,8,12,46.2648333,-122.0568333,9.52,1487728722.4299994,0.51,,,1.27,103,1,17,6,9,n,n
61321957,2839548,2745998,1.53,l,0.209,19,31,46.6918333,-122.3546667,9.55,1509028545.6000004,0.31,,,14.53,96,0.5,36,17,13,y,n
61251696,2691178,2591653,0.6,l,0.056,7,11,46.2086667,-122.3313333,9.54,1487729102.1399994,0.75,,,1.23,151,1,13,5,6,n,n
61251781,2691218,2591718,1.67,l,0.161,9,15,45.0758333,-122.3341667,16.94,1487761155.0299988,0.75,,,2.32,158,0.8,15,7,5,n,n
61251786,2691223,2591728,1.83,l,0.148,16,28,47.7395,-122.4741667,25.23,1487764470.77,0.41,,,0.76,45,1,27,12,12,n,n
61251801,2691143,2591588,0.95,l,0.066,8,13,46.209,-122.3396667,10.1,1487773048.22,0.63,,,1.02,168,1,19,8,11,n,n
61299897,2760673,2664233,0.58,l,0.127,4,7,47.4335,-122.8591667,7.4,1503912177.7199993,1.3,,,2.69,307,0.5,10,5,1,n,n
61251806,2691148,2591598,0.47,l,0.063,7,12,46.2103333,-122.3271667,9.58,1487774762.2199974,0.59,,,0.91,148,1,12,5,6,n,n
61251821,2691158,2591643,0.36,l,0.061,7,12,46.2076667,-122.3315,9.77,1487775913,0.67,,,1.1,149,1,13,5,5,n,n
61252351,2692193,2592883,1.54,l,0.112,7,13,47.3918333,-122.6888333,17.4,1487960750.83,0.55,,,1.23,147,1,18,8,3,n,n
61252491,2693878,2594748,0.68,l,0.063,6,11,46.2216667,-122.3428333,9.83,1488008749.6599998,0.83,,,0.94,188,1,14,5,9,n,n
61301537,2761703,2665673,1.09,l,0.203,7,10,48.0013333,-122.395,29.97,1504210909.0900002,0.76,,,2.88,110,0.5,11,4,4,n,n
61301682,2761673,2665633,0.35,l,0.176,3,5,46.4771667,-122.2856667,20.24,1504239337.3899994,1.04,,,1.21,323,0.8,11,4,5,n,n
61252521,2693893,2594778,0.2,l,0.087,5,7,46.2123333,-122.3293333,9.1,1488024152.7999997,0.96,,,1.96,162,1,13,4,6,n,n
61088091,2516313,2482633,1.59,l,0.169,26,40,46.3055,-122.487,18.16,1444024771.12,0.3,,,0.6,79,1,40,9,27,n,n
61065366,2623948,2479813,1.19,l,0.072,4,5,48.5448333,-122.6923333,-0.17,1439357569.869999,0.83,,,1.9,128,1,12,4,3,n,n
61066876,2620753,2479978,2.03,l,0.135,9,21,47.8618333,-122.8816667,49.65,1439562065.7399979,0.5,,,0.41,87,1,21,7,12,n,n
61089101,2219343,2482748,2.25,l,0.227,34,67,46.5105,-122.3188333,19.13,1444192947.15,0.33,,,0.78,39,1,53,9,38,n,n
61089166,2219443,2482753,0.32,l,0.105,4,7,46.4918333,-122.2811667,19.44,1444195514.9199982,1.03,,,1.41,324,0.8,9,5,4,n,n
61089181,2219643,2482763,1.04,l,0.146,17,26,46.4991667,-122.3045,20.72,1444197650.83,0.5,,,0.71,116,1,22,6,15,n,n
61089191,2219648,2482768,0.78,l,0.044,4,7,45.7608333,-122.6001667,15.95,1444205688.4099998,0.75,,,1.43,301,1,14,5,4,n,n
61066896,2621648,2479988,1.93,l,0.081,5,8,48.2628333,-124.9158333,12.69,1439563913.9099998,3.54,,,6.13,189,0.5,16,6,5,n,n
61316697,2778538,2683338,0.5,l,0.169,6,11,46.0406667,-122.1733333,9.87,1507473347.7399998,0.84,,,0.59,231,1,15,7,3,n,n
61264222,2716248,2618398,0.59,l,0.181,4,5,46.3641667,-122.3995,3.7,1494360714.9799995,0.89,,,2.42,240,0.8,11,3,7,n,n
61089326,2214348,2482793,0.42,l,0.048,4,6,46.308,-122.3475,14.22,1444232815.8099995,0.65,,,0.7,272,1,12,5,3,n,n
61333296,2770548,2674898,1.51,l,0.161,8,16,47.593,-122.5818333,24.95,1506278896.25,0.56,,,0.79,76,1,19,8,7,n,n
61264647,2716753,2618908,1.45,l,0.216,8,18,47.5943333,-122.5705,21.33,1494410769.7299995,0.37,,,0.75,72,1,22,6,10,n,n
61095247,2287443,2483468,1.13,l,0.164,4,8,47.6368333,-122.7408333,14.61,1449259898.5299997,0.75,,,1.17,233,1,11,5,4,n,n
61067466,2617543,2480038,0.91,l,0.268,4,7,47.5451667,-122.8986667,19.9,1439646900.4199982,0.79,,,1.08,178,1,8,3,3,n,n
61264902,2718888,2620973,0.98,l,0.181,4,7,47.5976667,-122.5461667,19.08,1494463290.6999998,0.69,,,1.14,207,1,13,6,5,n,n
61131946,2389243,2488723,1.82,l,0.133,22,35,45.8218333,-122.4798333,8.95,1457758196,0.37,,,0.39,66,1,37,12,16,n,n
61421722,3040043,2942988,1.12,l,0.196,13,22,46.8583333,-122.664,17.92,1537518308.5599976,0.34,,,1.4,112,1,32,12,9,n,n
61265082,2717678,2619843,2.6,l,0.202,37,72,47.5896667,-122.5646667,21.55,1494495423.7199974,0.26,,,0.54,37,1,50,11,34,n,n
61132291,2380343,2488788,1.91,l,0.139,9,18,47.7,-122.6471667,52.65,1457961741.4300003,0.46,,,0.86,90,1,20,6,8,n,n
61067801,2613063,2480083,1.01,l,0.177,15,21,46.4796667,-122.3971667,18.69,1439733248.579998,0.42,,,0.71,104,1,23,8,7,n,n
61422722,3047043,2949688,0.07,l,0.255,3,5,47.784,-122.8143333,19.48,1537873899.25,0.98,,,1.2,247,1,8,4,3,n,n
61282626,2718843,2620888,1.34,l,0.121,7,11,47.5776667,-122.6116667,23.93,1494685427.5,0.71,,,1.4,51,1,23,8,7,n,n
61111891,2293443,2484253,1.61,l,0.019,2,5,47.4388333,-123.0321667,18.79,1449991457.75,1.33,,,1.65,211,0.8,7,3,1,n,n
61343771,2781848,2686798,1.23,l,0.131,4,9,47.8001667,-122.8145,22.29,1508576135.1999998,0.96,,,1.08,153,1,12,6,3,n,n
61343991,2781843,2686788,2.73,l,0.205,31,71,48.2215,-122.8591667,51.38,1508640026.3799973,0.36,,,0.64,36,1,51,14,30,n,n
61076357,2218273,2480858,0.32,l,0.049,4,6,46.3283333,-122.2255,5.51,1444452867.76,0.4,,,0.51,129,1,10,3,5,n,n
61321952,2782663,2687728,1.26,l,0.336,6,9,47.0715,-122.1675,5.56,1509027493.8199997,0.51,,,1.26,144,1,11,5,5,n,n
61396041,2924343,2827788,0.92,l,0.222,3,4,48.5838333,-123.0141667,15.34,1528111995.25,0.73,,,1.28,123,1,14,6,6,n,n
61396406,2927643,2830988,0.24,l,0.048,5,6,46.058,-122.153,9.29,1528202233.789997,1.79,,,1,289,0.8,8,3,4,n,n
61116126,2303398,2484538,1.81,l,0.186,10,27,44.1408333,-122.8855,8.84,1451763111.789999,0.5,,,1.56,90,1,19,6,11,n,n
61427861,3034943,2937888,0.44,l,0.104,3,5,46.2735,-122.0643333,8.15,1536780878.3199997,0.81,,,1.1,233,1,14,6,4,n,n
61132601,2383548,2488868,0.61,l,0.083,3,4,46.3371667,-122.3551667,9.08,1458101765.6599998,1.51,,,1.09,300,0.8,7,2,4,n,n
61086452,2251863,1995623,1.56,l,0.121,5,9,48.4511667,-123.5401667,8.179,1446505971.7199993,0.28,,,0.75,66,1,17,8,6,n,n
61116171,2303343,2484543,1.84,l,0.188,11,27,47.7565,-122.4256667,30.41,1451768409.119999,0.85,,,1.09,103,1,27,8,12,n,n
61438341,3072443,2973088,0.31,l,0.154,7,9,46.2603333,-122.078,8.75,1539729017.7399979,0.53,,,0.53,217,1,13,4,7,n,n
61133181,2390048,2488908,0.78,l,0.034,5,6,46.4018333,-122.7376667,13.57,1458224817.6099987,0.47,,,1.75,216,1,19,7,7,n,n
61116556,2304543,2484598,1.28,l,0.045,2,6,48.7675,-122.4381667,4.51,1451937563.4300003,1.48,,,20.29,128,0.5,8,3,1,y,n
61266797,2720353,2622498,1.72,l,0.274,12,24,47.5805,-122.5996667,25.81,1494897295.8499985,0.51,,,0.74,50,1,35,13,18,n,n
61083522,2243293,2481993,1.79,l,0.167,17,26,45.6403333,-122.8275,20.54,1445796430.6599998,0.32,,,0.47,69,1,31,12,18,n,n
61068031,2612458,2480138,0.83,l,0.112,6,10,46.0888333,-122.5173333,13.29,1439782274.0299988,0.4,,,1.19,135,1,12,6,4,n,n
61214041,2590543,2495783,1.06,l,0.24,7,9,45.6861667,-122.4525,24.73,1474937521.130001,1.36,,,2.82,184,0.5,15,6,2,n,n
61214056,2590643,2495788,1.19,l,0.127,4,7,47.5911667,-122.7325,25.99,1474943054.6499977,0.55,,,0.65,124,1,11,6,3,n,n
61329167,2788678,2694553,0.57,l,0.217,4,5,46.42,-122.2845,17.77,1510931079.0599995,1.88,,,0.92,333,0.8,6,3,2,n,n
61424391,3023843,2927188,1.31,l,0.119,13,19,46.4976667,-122.4446667,16.14,1535674633.789997,0.56,,,0.88,193,1,27,9,10,n,n
61103337,2324258,2483973,1.93,l,0.216,15,26,46.4408333,-122.449,18.01,1452954179.3600006,0.32,,,0.65,81,1,30,9,18,n,n
61135647,2456243,2489078,1.8,l,0.172,9,19,45.0473333,-122.6186667,17.27,1462736768.4899979,0.35,,,1.03,83,1,17,7,7,n,n
61103612,2322948,2484083,2.4,l,0.154,9,17,44.6515,-124.409,23.445,1453161600.0699997,0.44,,,1.24,121,1,23,9,8,n,n
61427502,3061843,2963788,1.23,l,0.245,4,7,44.1315,-122.813,5.92,1539020608.6399999,0.29,,,0.64,76,1,16,7,7,n,n
61137027,2460443,2489343,0.25,l,0.035,3,4,46.4058333,-122.2995,10.73,1463004924.1099968,0.86,,,1.16,296,1,13,6,5,n,n
61200702,2594443,2494738,0.7,l,0.139,8,13,46.22,-122.3923333,8.17,1475215154.2399979,0.79,,,1.05,235,1,16,6,9,n,n
61103697,2321348,2485968,1.57,l,0.146,13,20,47.3388333,-122.3856667,29.23,1453187731.0099998,0.48,,,0.89,69,1,28,11,12,n,n
61103722,2321643,2485973,1.28,l,0.155,6,7,47.7185,-122.2351667,19.98,1453240865.9099998,0.58,,,0.44,93,1,13,7,4,n,n
61104477,2326663,2486093,0.91,l,0.117,10,14,46.4426667,-122.2353333,7.45,1453525793.58,0.56,,,0.85,108,1,16,6,8,n,n
61200707,2595243,2494743,2.29,l,0.335,11,27,47.5583333,-122.7661667,22.62,1475219905.7700005,0.32,,,0.44,45,1,31,11,18,n,n
61167786,2483088,2492343,0.88,l,0.149,4,7,47.1748333,-122.2091667,13.71,1465892079.3199997,0.25,,,0.64,71,1,16,5,9,n,n
61104617,2326648,2486143,1.67,l,0.203,10,20,47.478,-122.8443333,25.05,1453689647.0499992,0.6,,,0.48,95,1,17,8,8,n,n
61201002,2595848,2397293,0.59,l,0.177,10,13,46.2635,-122.0653333,8.34,1475288130.5699997,0.84,,,0.98,247,1,18,6,7,n,n
61170101,2486788,2492693,0.75,l,0.087,5,6,46.4771667,-122.4041667,20.64,1466284178.8899994,1.16,,,0.94,322,0.8,10,5,4,n,n
61201117,2595643,2397088,1.38,l,0.045,2,4,45.1923333,-122.9103333,22.83,1475319005.6800003,0.77,,,3.59,97,0.5,18,6,5,n,n
