evid,orid,magid,magnitude,magtype,uncertainty,nsta,nobs,lat,lon,depth,datetime,erhor,erlat,erlon,sdep,gap,quality,ndef,nbs,nbfm,fdepth,fepi
61106417,2334848,2486313,0.99,l,0.125,4,5,48.7033333,-122.1363333,16.12,1454503138.7599983,0.69,,,3.34,95,0.5,10,4,5,n,n
61158872,2494443,2491563,0.88,l,0.076,9,11,46.4568333,-122.3715,18.94,1466923510.9199982,0.42,,,0.83,127,1,26,9,9,n,n
61189776,2535443,2494083,1.23,l,0.086,4,6,47.8806667,-122.464,3.27,1470176056.289997,1.63,,,1.48,250,0.8,7,4,2,n,n
61159347,2497643,2259288,1.72,l,0.114,15,23,48.7503333,-124.692,35.17,1467062943.7000008,0.67,,,1.17,113,1,18,7,9,n,n
61106457,2334743,2486328,0.91,l,0.255,9,10,46.6631667,-122.1401667,18.83,1454517342.4099998,1.09,,,2.07,149,0.8,15,6,7,n,n
61193801,2556743,2494488,1.32,l,0.115,12,18,47.2826667,-122.2928333,17.62,1471149630.13,0.35,,,0.94,102,1,20,6,7,n,n
61192456,2546653,2494388,0.31,l,0.01,3,5,46.342,-122.3556667,9.72,1470841116.4799995,0.61,,,0.62,303,1,10,6,3,n,n
61194006,2552443,2494508,1.98,l,0.198,8,14,47.6058333,-122.6146667,24.32,1471213176.9099998,0.79,,,0.82,108,1,23,8,10,n,n
61421237,3039143,2941988,0.38,l,0.138,4,6,46.4516667,-122.3058333,7.9,1537458913.329998,0.71,,,1.33,251,1,12,4,6,n,n
61354782,2853043,2758288,0.37,l,0.195,7,9,46.4041667,-122.3116667,17.29,1521065611.8599997,1.46,,,1.23,220,0.8,16,6,9,n,n
61087196,2521168,2482538,1.07,l,0.098,6,7,45.861,-122.9381667,23.59,1443831591.5199986,0.75,,,1.96,162,1,13,6,2,n,n
61087726,2516878,2482603,0.9,l,0.159,17,24,46.248,-122.061,10.12,1443973970.0900002,0.4,,,0.59,69,1,32,10,16,n,n
61087731,2516883,2482608,0.67,l,0.163,16,24,46.2435,-122.0736667,9.58,1443974012.08,0.57,,,0.53,213,1,25,7,12,n,n
61179877,2555043,2493738,1.47,l,0.111,17,27,47.2848333,-122.2888333,21.19,1471376826.1100006,0.38,,,0.62,71,1,34,13,17,n,n
61357222,2858043,2763488,2.31,l,0.19,16,31,45.1458333,-122.6248333,19.52,1521885938.67,0.28,,,0.52,66,1,25,6,18,n,n
61355332,2855313,2760853,1.16,l,0.078,4,8,47.4578333,-122.5458333,4.91,1521258141.9099998,5.69,,,8.15,333,0.3,5,2,1,y,n
61204111,2765573,2579823,0.35,l,0.16,4,6,46.3141667,-122.2215,6.97,1473052153.8600006,0.45,,,0.76,235,1,11,6,5,n,n
61204161,2572453,2495023,1.12,l,0.196,14,22,46.1683333,-122.3126667,10.39,1473060382.3099976,0.55,,,0.84,111,1,26,8,17,n,n
61357412,2859043,2764238,0.09,l,0.209,6,8,46.3115,-122.2705,13.94,1522038764.369999,1,,,0.71,140,0.8,13,4,6,n,n
61063787,2196683,2479553,0.62,l,0.149,11,16,45.9326667,-122.3938333,10.72,1441928335.0699997,0.62,,,0.7,217,1,17,5,11,n,n
61357467,2858953,2764208,1.18,l,0.14,4,9,47.4018333,-123.0161667,4.63,1522058147.6099987,1.41,,,18.17,173,0.5,9,3,3,y,n
61204206,2572848,2495038,0.04,l,0.184,4,5,46.2608333,-122.0776667,8.95,1473080514.5999985,1.01,,,0.92,242,0.8,9,4,3,n,n
61126971,2358843,2119688,0,d,0.258,5,5,46.1601667,-122.3256667,8.429,1455969351.8199997,0.82,,,1.06,226,1,16,6,6,n,n
61077997,2223148,2481053,0.37,l,0.225,9,14,46.0805,-122.2766667,3.178,1444800942.7600002,0.4,,,3.49,120,0.5,15,3,7,n,n
61358467,2861543,2766488,0.29,l,0.084,2,4,47.8188333,-123.115,9.69,1522333684.959999,13.44,,,26.22,286,0.3,6,3,2,y,n
60140008,2858968,2764228,0.75,l,0.087,2,4,47.77,-123.613,4.79,1522049810.5199986,3.01,,,19.88,337,0.5,5,2,1,y,n
61088456,2515583,2482658,1.75,l,0.181,16,30,47.5776667,-122.3178333,26.41,1444083920.6499977,0.49,,,1.18,81,1,36,13,12,n,n
61357702,2861143,2766088,1.17,l,0.125,6,11,47.724,-122.8565,16.06,1522149558.4199982,0.85,,,0.61,97,1,18,6,6,n,n
61078197,2223543,2481083,0.74,l,0.108,7,10,46.4011667,-122.5668333,18.06,1444849827.78,1.03,,,1.5,268,0.8,12,5,5,n,n
61358487,2861643,2766588,0.09,d,0.021,3,3,47.5138333,-122.8686667,21.31,1522337468.7000008,1.49,,,0.77,259,0.8,7,4,3,n,n
61127106,2359458,2487908,1.34,l,0.092,7,7,45.635,-122.7596667,17.605,1456005657.7399998,0.46,,,0.71,88,1,24,13,4,n,n
61078362,2383948,2481103,0.06,l,0.075,6,9,46.1836667,-122.3353333,8.32,1444873522.3400002,0.53,,,0.87,116,1,12,5,6,n,n
61357717,2862343,2767288,0.33,d,0.037,4,4,47.7876667,-122.7513333,4.37,1522162462.9199982,1.16,,,12.28,301,0.5,6,2,3,y,n
61127121,2359463,2487913,1.74,l,0.286,9,19,47.5498333,-122.7803333,23.62,1456011125.209999,0.49,,,0.52,87,1,23,10,6,n,n
61089231,2218943,2482783,1.85,l,0.19,26,45,46.5065,-122.3156667,20.93,1444216525.329998,0.37,,,0.71,78,1,42,8,30,n,n
61089236,2219043,2482788,0.46,l,0.121,11,16,46.4078333,-122.273,9.75,1444220495.8400002,0.79,,,1.05,198,1,19,8,6,n,n
60114908,3012648,2916288,2.59,l,0.205,11,19,44.3805,-124.5103333,29.97,1435325410.829998,1.17,,,37.91,139,0.5,15,6,8,y,n
61127131,2359543,2487918,1.4,l,0.124,20,32,47.2845,-122.2898333,25.4,1456030496.1299992,0.49,,,0.62,52,1,37,15,12,n,n
61089696,2214058,2482818,0.54,l,0.184,10,15,46.3371667,-122.3826667,10.26,1444265786.68,0.52,,,0.76,171,1,20,8,9,n,n
61127136,2359743,2487923,1.44,l,0.132,12,20,47.4835,-122.3621667,29.85,1456034553.1099997,0.69,,,0.91,94,1,23,9,6,n,n
61358662,2862743,2767788,0.45,l,0.084,5,7,46.2608333,-122.0631667,11,1522376623.3500004,0.42,,,0.96,199,1,16,8,3,n,n
61127151,2361548,2487933,1.2,l,0.165,10,15,46.258,-122.5898333,10.61,1456042393.7399979,0.47,,,1.15,115,1,20,8,9,n,n
61078732,2772883,2677248,1.22,l,0.464,4,6,47.3351667,-122.6803333,24.29,1444930730.58,1.1,,,0.92,169,0.8,15,7,4,n,n
61106602,2336043,2486348,1.4,l,0.078,3,10,47.784,-122.8581667,19.24,1454537370.2199998,0.97,,,1.35,299,1,9,4,5,n,n
61107262,2338243,2486463,1.93,l,0.165,7,14,47.7773333,-122.852,17.05,1454696012.6,0.55,,,0.63,114,1,15,6,6,n,n
61127201,2361563,2487953,0.53,l,0.115,7,8,46.3476667,-122.2356667,8.93,1456089987.1599998,0.77,,,0.63,132,1,13,6,7,n,n
61107372,2340143,2486483,1.87,l,0.113,6,11,48.3358333,-122.9663333,49.04,1454764572.7999992,0.87,,,2.23,100,0.8,19,8,8,n,n
61078762,2226053,2481198,1.05,l,0.092,6,9,45.8443333,-122.734,26.749,1444938001.6599998,0.9,,,1.75,196,1,18,8,3,n,n
61127311,2355243,2487988,1.75,l,0.151,19,27,45.6398333,-122.783,16.785,1456156891.71,0.37,,,0.42,85,1,31,8,13,n,n
61078912,2231958,2481213,0.53,l,0.045,4,6,46.4931667,-122.4351667,20.179,1444952246.13,1.04,,,0.94,188,0.8,13,7,3,n,n
61078952,2231968,2481223,1.26,l,0.176,7,14,47.4615,-123.4645,40.71,1444959869.1399999,0.59,,,1.03,123,1,14,6,6,n,n
61107612,2340343,2486518,0.77,l,0.226,3,5,47.5643333,-122.9081667,19.77,1454928103.869999,0.71,,,0.92,156,1,10,5,4,n,n
61107802,2341653,2486548,1.79,l,0.083,9,17,48.814,-122.1401667,15.57,1455012902.6899986,0.53,,,1.01,106,1,14,5,6,n,n
61107897,2342253,2486583,1.7,l,0.249,21,36,46.4825,-122.4116667,18.53,1455049497.8099995,0.31,,,0.81,46,1,37,12,21,n,n
61078982,2227143,2481233,0.88,l,0.232,7,12,47.3203333,-122.665,9.06,1444968657.7199993,0.55,,,14.31,141,0.5,14,6,1,y,n
61129537,2430843,2488433,2.22,l,0.157,34,71,47.2966667,-122.2458333,19.74,1461342441.709999,0.23,,,0.6,48,1,51,18,30,n,n
61079147,2231058,2481238,1.5,l,0.263,10,23,47.319,-122.6975,25.47,1444990751.539997,0.47,,,1.24,131,1,21,9,11,n,n
61079217,2227343,2481253,2.29,l,0.188,21,44,47.8451667,-122.6245,27.89,1445010011.2000008,0.48,,,0.87,35,1,45,17,16,n,n
61108367,2344943,2486658,1.43,l,0.171,13,24,47.5551667,-122.2801667,21.85,1455217791.9399986,0.55,,,1.1,65,1,23,10,7,n,n
61124876,2348843,2487628,1.3,l,0.195,10,15,47.281,-122.2896667,16.24,1455272167.1899986,0.39,,,1.34,79,1,17,7,8,n,n
61129832,2433048,2488483,0.81,l,0.105,7,10,46.481,-122.386,20.1,1461407954.789997,0.55,,,0.92,127,1,14,6,7,n,n
61125276,2350443,2487703,1.19,l,0.168,13,17,46.9026667,-122.462,16.56,1455446705.8199997,0.32,,,1.36,59,1,27,11,11,n,n
61126481,2352058,2487798,1.03,l,0.152,6,8,46.4486667,-122.2411667,0.68,1455834719.119999,1.89,,,2.33,218,0.8,12,4,6,n,n
61205071,2573243,2495083,3.09,l,0.11,13,26,48.7446667,-122.2888333,17.97,1473231051.039999,0.45,,,1.06,83,1,23,5,19,n,n
61080102,2231743,2481338,0.89,l,0.23,8,15,47.322,-122.6825,22.321,1445156834.1399994,0.42,,,1.22,135,1,18,9,6,n,n
61361997,2876543,2780588,1.53,l,0.189,24,31,45.8941667,-122.2185,13.02,1523427715.709999,0.27,,,0.61,71,1,42,11,19,n,n
61203036,2571953,2494958,0.41,l,0.246,7,13,46.3083333,-122.2156667,3.64,1472849741.0299997,0.42,,,0.78,134,1,14,5,6,n,n
61079227,2231048,2481258,0.93,l,0.172,13,19,46.313,-122.372,14.84,1445011666.17,0.51,,,0.9,84,1,19,8,8,n,n
60999212,2126343,2476293,1.07,l,0.097,7,12,48.5506667,-122.77,25.693,1431090106.869999,0.66,,,1.33,144,1,11,4,5,n,n
61080182,2231953,2481353,1.01,l,0.147,8,12,47.3073333,-122.1935,13.91,1445184145.959999,0.5,,,1.92,123,1,17,7,6,n,n
61079302,2230843,2481278,0.91,l,0.042,5,6,47.8445,-122.5655,12.96,1445027691.8499985,2.83,,,5.7,179,0.5,10,5,2,n,n
61129982,2431243,2488503,1.44,l,0.114,5,11,47.433,-122.8515,7.47,1461448875.0900002,0.55,,,1.15,258,1,11,4,4,n,n
61280026,2716053,2618213,0.36,d,0.049,3,3,47.585,-122.5313333,20.11,1494042698.9799995,1.29,,,1.67,306,0.8,6,3,3,n,n
61130102,2434053,2488508,0.5,l,0.144,4,6,46.2228333,-122.3851667,11.11,1461481849.33,1.43,,,1.54,233,0.8,6,2,4,n,n
61377661,2869343,2773888,0.25,l,0.049,3,4,46.3378333,-122.2186667,6.65,1522988192.8599997,0.79,,,0.53,202,1,8,3,5,n,n
61130367,2433943,2488568,1.7,l,0.221,6,9,45.4486667,-123.3186667,19.83,1461589469.06,0.49,,,1.47,138,1,16,6,8,n,n
60999522,2158998,1899063,0.24,d,0,1,1,48.588,-123.5436667,-0.323,1431110855.4499998,0.74,,,2.24,108,0.8,9,2,3,n,n
61280591,2715548,2617593,1.31,l,0.1,2,4,47.5936667,-122.5555,19,1494255644.4799995,1.85,,,2.13,183,0.8,10,6,2,n,n
60999992,2128648,1869298,0.98,d,0.096,3,3,48.6375,-124.8805,4.083,1431160317.5499992,0.78,,,15.13,164,0.5,12,5,3,y,n
61130447,2433868,2488588,1.16,l,0.21,5,6,47.271,-122.2615,20.79,1461614362.3499985,0.44,,,0.67,182,1,15,9,3,n,n
61000012,2128643,2476343,1.71,l,0.193,12,23,48.9621667,-122.9073333,14.169,1431164438.3499994,0.74,,,1.28,215,1,17,5,6,n,n
61377676,2869143,2773688,0.85,l,0.064,3,6,47.4185,-122.7108333,24.82,1522995221.5499992,0.99,,,1.62,159,1,10,6,2,n,n
61264052,2715958,2618018,1.1,l,0.278,8,14,47.5826667,-122.564,20.92,1494324984.6399994,0.48,,,0.94,99,1,16,7,7,n,n
61377701,2869058,2773588,0.16,l,0.058,4,6,46.2833333,-122.3055,14.26,1523014048.26,0.76,,,0.83,110,1,11,5,6,n,n
61264067,2716148,2618293,1.35,l,0.15,22,30,46.6905,-122.391,20.45,1494334420.8599997,0.34,,,1.92,85,1,29,3,15,n,n
61130497,2434058,2194713,1.53,l,0.089,10,15,48.46,-123.2451667,20.48,1461628911.6899986,0.69,,,1.13,100,1,18,6,7,n,n
61079452,2230743,2481293,1.48,l,0.121,6,11,48.1051667,-124.4805,-0.321,1445055341.46,1.09,,,2.56,133,0.5,14,7,4,n,n
61146656,2436253,2490938,1.62,l,0.221,16,27,46.1145,-122.858,7.73,1461714947.6000004,0.9,,,0.61,103,1,18,1,11,n,n
61079462,2230643,2481298,0.78,l,0.128,6,9,47.4256667,-122.4456667,30.24,1445068172.06,0.87,,,1.25,154,1,17,8,6,n,n
61146661,2436258,2196908,0.09,d,0.074,2,2,46.3308333,-122.2868333,6.64,1461718854.619999,0.63,,,0.43,273,1,7,3,1,n,n
61264352,2716868,2619138,1.84,l,0.163,22,36,46.5335,-122.4526667,15.96,1494383931.6099987,0.33,,,1.15,83,1,36,9,21,n,n
61377731,2869053,2773508,1.64,l,0.327,8,18,47.5831667,-122.6153333,24.58,1523025658.1999989,0.4,,,0.67,108,1,18,5,9,n,n
61267497,2721043,2623188,0.55,l,0.509,4,6,48.6016667,-123.0943333,13.27,1495133244.3400002,0.44,,,1,81,1,13,7,2,n,n
61378111,2870843,2775488,1.53,l,0.073,6,12,47.4081667,-122.7371667,24.97,1523189220.709999,0.8,,,1.27,128,1,13,4,6,n,n
61268332,2722863,2625023,1.76,l,0.234,6,15,47.577,-122.5891667,24.77,1495401060.8600006,0.81,,,0.96,63,1,23,9,9,n,n
61365232,2881443,2785788,1.53,l,0.11,7,13,47.9151667,-122.8856667,15.92,1524521712.539997,0.68,,,0.53,195,1,17,5,8,n,n
61365397,2881843,2786093,0.9,l,0.139,3,6,47.5921667,-122.6095,22.69,1524546076.1899986,1.51,,,1.2,292,0.8,8,3,4,n,n
61365512,2881543,2785888,0.87,l,0.254,5,7,46.2516667,-122.0766667,11.16,1524570574.7599998,0.96,,,1.47,239,1,9,4,3,n,n
61080007,2230348,2481318,0.97,l,0.162,3,5,48.9838333,-122.1151667,7.52,1445127094.6899996,1.27,,,0.93,226,0.8,7,3,4,n,n
61378401,2873443,2777988,0.54,d,0.217,4,4,47.5828333,-122.5435,22.11,1523371026.3799973,5.93,,,4.22,323,0.3,7,3,2,n,n
61381576,2883243,2787288,1.59,l,0.067,7,17,48.1673333,-122.758,26.32,1524629135.4799995,0.71,,,1.69,89,1,15,4,8,n,n
61381891,2884243,2788188,1.46,l,0.223,11,16,48.171,-122.8665,24.41,1524715399,0.37,,,0.67,88,1,20,4,12,n,n
61000352,2128153,2476348,1.37,l,0.065,6,9,48.3056667,-122.0948333,13.741,1431232499.040001,0.47,,,0.59,118,1,15,5,8,n,n
61084632,2245463,2482163,1.22,l,0.221,12,17,46.4826667,-122.3983333,17.09,1446009927.04,0.47,,,0.9,122,1,21,8,8,n,n
61264657,2716773,2618943,1.08,l,0.143,6,11,47.5881667,-122.5625,19.49,1494412630.5099983,0.89,,,1.41,106,1,15,7,6,n,n
61084637,2245468,2482168,0.45,l,0.031,3,4,46.4601667,-122.3626667,19.68,1446010418.1099997,1.62,,,1.79,319,0.8,7,5,0,n,n
61383201,2888943,2792488,1.2,l,0.153,11,18,47.3783333,-122.346,19.02,1525106439,0.46,,,1.34,70,1,25,11,8,n,n
61020742,2150158,2476893,3.04,l,0.232,26,57,46.4851667,-122.409,18.325,1433425729.3099995,0.21,,,0.64,36,1,58,10,46,n,n
61264682,2716748,2618898,1.46,l,0.168,3,8,47.582,-122.5746667,19.81,1494418457.9300003,0.89,,,31.61,138,0.5,12,5,5,y,n
61039647,2168848,2478158,1.5,l,0.062,19,28,46.2265,-122.4861667,16.71,1436412873.3599997,0.39,,,0.71,87,1,34,8,23,n,n
61264877,2718158,2620218,1.7,l,0.153,14,22,46.3661667,-122.3923333,5.26,1494459808.3600001,0.39,,,1.34,83,1,28,4,20,n,n
61264912,2717658,2619813,0.31,d,0.048,3,3,47.6066667,-122.5436667,18.16,1494467400.959999,1.35,,,1.87,301,0.8,9,5,2,n,n
61291731,2729223,2631598,0.75,l,0.066,3,4,46.0393333,-122.4065,14.01,1497068537.5,3.54,,,2.12,188,0.8,8,2,4,n,n
61291736,2729048,2631398,1.11,l,0.157,8,14,46.0311667,-122.44,16.64,1497068712.7299995,0.83,,,1.77,129,1,10,2,5,n,n
61382606,2886748,2790593,0.86,l,0.08,7,8,46.4736667,-122.4168333,17.9,1524875572.1299992,1.17,,,1.16,238,0.8,13,5,4,n,n
61382716,2886743,2790588,0.11,d,0.17,5,5,46.2695,-122.0798333,8.92,1524915301.790001,0.49,,,0.56,220,1,11,6,2,n,n
61291786,2729143,2631488,1.16,l,0.092,6,9,46.4481667,-122.473,7.36,1497085564.209999,0.66,,,1.41,135,1,17,5,8,n,n
61264922,2718153,2620208,1.53,l,0.175,11,22,47.5963333,-122.5733333,23.33,1494469904.9099998,0.37,,,0.54,68,1,23,9,7,n,n
61291791,2729228,2631608,0.76,l,0.099,4,7,47.7696667,-122.853,18.94,1497086994.3899994,1.07,,,0.74,202,0.8,10,4,6,n,n
61382766,2886653,2790508,0.42,l,0.081,3,6,47.7806667,-122.8395,15.84,1524930781.8400002,1,,,0.79,207,0.8,11,5,0,n,n
61382771,2886658,2790518,1.05,l,0.127,4,10,47.8088333,-122.8068333,19.55,1524931833.81,0.7,,,0.51,208,1,12,6,4,n,n
61265067,2717878,2620033,0.83,l,0.155,6,10,47.5906667,-122.594,21.75,1494493510.7999992,0.65,,,1.17,111,1,12,5,5,n,n
61265222,2718148,2620198,3.43,l,0.183,39,81,47.9616667,-122.4663333,23.67,1494525422.9500008,0.29,,,0.62,55,1,52,14,37,n,n
61290971,2728358,2630588,1.23,l,0.102,15,23,47.2861667,-122.2218333,17.66,1496790898.25,0.29,,,0.91,62,1,29,12,5,n,n
61292216,2729153,2631498,0.34,l,0.238,4,7,47.5098333,-122.951,19.63,1497273016.3999977,2.14,,,31.61,262,0.5,9,4,2,y,n
61001162,2129143,2476403,2.74,l,0.106,13,25,48.3271667,-124.7646667,11.768,1431431620.1799994,1.24,,,2.2,160,0.8,16,1,10,n,n
61292801,2730288,2632643,1.95,l,0.14,21,40,45.5178333,-122.7813333,22.7,1497438239.8400002,0.38,,,0.62,58,1,34,11,19,n,n
61039437,2168713,2478143,0.36,l,0.091,4,5,47.6843333,-122.7778333,4.47,1436365771.06,0.77,,,9.19,269,0.5,8,4,4,y,n
61292826,2729953,2632308,1.25,l,0.072,7,11,48.492,-122.5031667,13.02,1497441811.65,0.91,,,6.08,142,0.5,15,5,2,n,n
61291176,2728363,2630598,1.03,l,0.175,7,13,47.493,-122.7771667,22.61,1496828224.8199997,0.7,,,0.93,112,1,21,10,6,n,n
61001167,2129243,2476408,2.19,l,0.029,8,13,48.2625,-124.8143333,6.728,1431431959.75,0.64,,,1.54,176,1,14,4,8,n,n
61291186,2728453,2630788,1.01,l,0.201,6,9,46.0938333,-122.443,11.33,1496838478.1999989,0.56,,,0.88,119,1,10,3,7,n,n
61001192,2129443,2476418,0.67,l,0.06,3,5,47.9978333,-122.842,17.679,1431434987.1499996,1.77,,,1.06,232,0.8,10,5,3,n,n
61055822,2187078,2479268,1.49,l,0.107,3,6,42.3635,-122.1133333,16.66,1439964081.6399994,0.85,,,1.2,170,1,12,6,2,n,n
60134908,2718463,2620518,1.58,l,0.248,4,10,47.6046667,-122.5486667,18.68,1494540340.3999996,0.83,,,1.17,208,1,13,7,4,n,n
61055907,2187063,2479288,1.75,l,0.193,21,32,46.025,-122.1926667,10.41,1440000215.37,0.3,,,0.69,137,1,36,10,24,n,n
61384061,2891843,2795288,1.68,l,0.119,16,27,46.0558333,-122.1173333,10.66,1525333815.869999,0.4,,,0.76,94,1,35,8,21,n,n
61282526,2718868,2620933,0.75,l,0.126,3,4,46.358,-122.2605,4.36,1494650704,1.24,,,0.85,315,0.8,12,3,7,n,n
61282616,2718848,2620898,0.94,l,0.176,4,6,47.273,-122.8953333,19.01,1494683009.18,0.4,,,0.95,147,1,17,6,5,n,n
61369797,2893143,2796688,2,l,0.169,32,48,46.9215,-122.4953333,21.99,1525478663.8400002,0.29,,,0.66,53,1,57,16,29,n,n
61336301,2774143,2678588,1.08,l,0.12,7,9,46.5256667,-123.2893333,12.49,1506877164.5999985,12.63,,,82.65,307,0.3,15,8,4,y,n
61266297,2719248,2621398,1.59,l,0.198,11,19,46.0845,-122.4841667,11.12,1494745768.78,0.47,,,1.68,100,1,22,7,14,n,n
61056567,2186458,2479363,1.45,l,0.232,6,8,48.2726667,-122.2915,-0.45,1440141133.5699997,1.28,,,1.5,177,0.8,10,4,3,n,n
61083331,2204253,2481948,1.52,l,0.162,27,43,45.9553333,-122.605,13.37,1443008841.829998,0.36,,,1.1,52,1,43,11,20,n,n
61266437,2719478,2621633,0.59,l,0.086,3,4,46.3615,-122.3821667,4.63,1494805841.17,0.73,,,0.73,313,1,6,3,2,n,n
61036737,2698178,2599453,1.94,l,0.155,18,31,48.4853333,-122.7273333,26.55,1435893137.0099983,0.32,,,0.96,47,1,33,10,15,n,n
61037382,2168768,2478023,1.64,l,0.14,4,7,48.2948333,-124.9405,3.65,1436113665.0599995,2.86,,,58.33,203,0.5,14,6,5,y,n
61056577,2186448,2479368,1.46,l,0.125,12,24,47.233,-122.1285,30.41,1440158128.4199998,0.57,,,0.77,75,1,25,8,12,n,n
61314577,2776298,2680823,2.31,l,0.06,11,24,47.5196667,-124.1016667,24.66,1507145311.2599998,0.57,,,0.88,89,1,23,6,15,n,n
61266537,2719448,2621598,1.06,l,0.172,9,15,48.1453333,-123.1143333,44.1,1494847086.040001,0.64,,,0.63,66,1,22,7,9,n,n
61041037,2170728,2478238,0.76,l,0.104,12,16,46.2423333,-122.53,12.82,1436692508.0900002,0.33,,,1.2,93,1,23,8,13,n,n
61290061,2727343,2629388,1.54,l,0.07,4,7,47.9923333,-124.7133333,38.02,1496469397.2799997,2.33,,,1.92,256,0.8,12,5,6,n,n
61041052,2170743,2478248,0.23,l,0.143,7,10,46.3091667,-122.2195,9.18,1436709569.27,0.38,,,0.66,136,1,15,6,6,n,n
61269112,2723268,2625423,1.2,l,0.307,3,5,48.597,-123.0816667,13.31,1495672932.369999,0.92,,,1.67,140,1,13,6,2,n,n
61065261,2636243,2498288,1.73,l,0.105,6,9,48.1778333,-124.553,37.32,1439331182.1800003,1.29,,,0.89,147,0.8,10,3,8,n,n
61003807,2141043,2476578,1.54,l,0.112,10,22,44.1788333,-122.9055,22.584,1431741787.3799973,0.61,,,1.49,49,1,24,10,9,n,n
61041432,2170953,2478283,1.57,l,0.125,6,10,47.8948333,-124.267,31.009,1436806889.52,0.91,,,1.42,134,1,16,6,10,n,n
61277931,2765443,2669588,3.25,l,0.221,49,93,47.5733333,-122.5931667,25.71,1493839263.5999985,0.26,,,0.39,38,1,63,18,43,n,n
61277936,2713353,2615208,1.51,l,0.229,12,21,47.5843333,-122.5913333,24.65,1493839752.3799973,0.72,,,0.56,81,1,19,8,5,n,n
61277946,2713648,2615408,1.5,l,0.119,3,8,47.5823333,-122.5646667,21.33,1493841287,0.48,,,1.07,129,1,14,8,3,n,n
61288306,2724558,2626708,2.33,l,0.124,26,50,46.5745,-122.4558333,1.17,1496002621.8499985,0.31,,,31.61,57,0.5,51,11,35,y,n
61067586,2617843,2480058,0.87,l,0.105,7,10,46.5373333,-122.4323333,20.56,1439665934.5099983,0.43,,,0.72,141,1,15,7,6,n,n
61288401,2724548,2626688,1.46,l,0.085,9,15,47.5818333,-122.6135,26.27,1496033783.8499985,0.64,,,1.09,76,1,24,10,6,n,n
61278036,2713858,2615618,1.57,l,0.157,5,9,47.5843333,-122.5688333,22.73,1493850809.86,1.3,,,2.08,85,0.8,14,7,4,n,n
61131376,2375763,2488663,2.14,l,0.131,18,34,45.6633333,-122.7378333,19.876,1457494907.0100002,0.27,,,0.41,65,1,30,11,12,n,n
61288526,2724553,2626698,1.01,l,0.053,5,9,48.4811667,-123.643,40.46,1496074797.08,1.81,,,2.93,115,0.5,12,6,5,n,n
61074446,2192748,2480713,3.14,l,0.219,28,67,46.3561667,-122.2631667,10.42,1441319387.6599998,0.29,,,0.4,36,1,58,8,52,n,n
61271632,2725343,2627388,1.55,l,0.193,10,21,47.5826667,-122.6016667,25.66,1496225971.0299997,0.52,,,0.59,37,1,36,13,17,n,n
61271642,2725348,2627398,1.09,l,0.17,5,9,47.5801667,-122.6223333,25.95,1496232400.38,1.41,,,1.54,171,0.8,12,6,5,n,n
61422472,3048043,2950688,1.77,l,0.125,7,11,48.7973333,-122.7793333,14.29,1537799301.459999,0.76,,,1.74,76,1,26,9,11,n,n
60988592,2114448,2473888,2.68,l,0.133,12,31,42.5725,-124.4371667,19.312,1429365017.0599976,0.98,,,1,217,1,22,8,12,n,n
61171907,2525268,2492988,1.42,l,0.114,8,11,48.1526667,-122.3283333,23.39,1469516996,0.47,,,0.81,78,1,13,4,3,n,n
60990527,2115798,2475793,1.18,l,0.071,4,5,48.3478333,-122.2971667,17.279,1429685271.5100002,0.95,,,0.83,171,1,8,3,2,n,n
61169567,2526983,2492623,0.76,l,0.129,8,12,45.9975,-122.1238333,7.36,1469055461.29,0.88,,,1.29,260,1,15,4,7,n,n
61274061,2710363,2611918,0.67,l,0.084,5,6,46.3636667,-122.3973333,4.82,1492960244.7600002,0.6,,,1.97,240,1,14,8,5,n,n
61004887,2135548,2476663,1.26,l,0.157,6,8,48.22,-124.9381667,-0.49,1431939714.2600002,1.64,,,1.53,241,0.8,10,3,4,n,n
61271907,2726053,2628108,0.78,l,0.053,4,5,46.3653333,-122.397,2.39,1496289753.7399998,0.51,,,7.69,255,0.5,14,6,8,y,n
61170442,2527043,2492763,1.27,l,0.113,7,12,47.8715,-122.622,21.87,1469175069.3099976,0.55,,,1.06,108,1,16,6,4,n,n
61315186,2757483,2660868,0.36,l,0.063,4,7,46.257,-122.0745,7.65,1502960692.25,0.7,,,2.01,217,0.8,10,2,5,n,n
61422402,3048243,2950888,1.48,l,0.164,8,14,48.6163333,-123.004,15.24,1537722089.2,0.49,,,0.98,66,1,22,7,12,n,n
61005797,2137848,2476698,1.89,l,0.165,10,24,44.0911667,-122.8451667,8.322,1431998857.7399998,0.35,,,1.77,93,1,21,9,12,n,n
61005942,2137043,2476703,2.02,l,0.255,6,12,48.4703333,-125.3876667,4.671,1432013564.3400002,2.41,,,41.68,236,0.5,15,6,5,y,n
61070642,2257353,2000903,1.41,l,0.181,6,9,48.977,-124.3726667,-0.66,1443293402.0999985,9.66,,,33.8,110,0.3,19,1,4,n,n
61006082,2137143,2476708,0.61,l,0.099,6,8,46.4858333,-122.7006667,20.929,1432039057.4799995,1.24,,,1.43,259,0.8,12,6,4,n,n
61006487,2138048,1878393,0.95,d,0.302,5,5,48.4426667,-123.602,1.582,1432060483.7999992,0.5,,,1.48,101,1,14,3,11,n,n
